Algorithm,Map,Path_Length,Visited,Success,Hesitations,Time_ms,Path_Risk_Score
Risk-Penalized A*,Shanghai_1_256.map,205,3941,1,0,36.11058200476691,32.0
Risk-Penalized Dijkstra,Shanghai_1_256.map,205,43353,1,0,413.1007599935401,32.0
Risk-Penalized Greedy,Shanghai_1_256.map,229,229,1,0,2.170632011257112,110.0
BFS,Shanghai_1_256.map,203,42741,1,0,174.51478698058054,879.0
DFS,Shanghai_1_256.map,5285,42992,1,0,157.2534180013463,9299.0
Dijkstra,Shanghai_1_256.map,203,42563,1,0,301.1643339996226,701.0
Greedy,Shanghai_1_256.map,233,275,1,0,4.745226004160941,951.0
ZEN,Boston_1_512.map,670,66494,1,0,638.7979660066776,5.0
A*,Boston_1_512.map,670,75003,1,0,611.7082560085692,2394.0
Weighted A*,Boston_1_512.map,674,783,1,0,7.601927005453035,2412.0
Chance-Constrained A*,Boston_1_512.map,0,1048577,0,0,19384.71041599405,0.0
CVaR A*,Boston_1_512.map,0,1048577,0,0,24285.88751400821,0.0
Risk-Penalized A*,Boston_1_512.map,670,65255,1,0,620.6718120083679,5.0
Risk-Penalized Dijkstra,Boston_1_512.map,670,191092,1,0,1836.254118999932,5.0
Risk-Penalized Greedy,Boston_1_512.map,692,3811,1,0,27.29210999677889,224.0
BFS,Boston_1_512.map,670,191065,1,0,1006.8339419958648,1516.0
DFS,Boston_1_512.map,14632,100875,1,0,381.4206560200546,9787.0
Dijkstra,Boston_1_512.map,670,190920,1,0,1473.210422002012,2394.0
Greedy,Boston_1_512.map,702,3698,1,0,23.883795976871625,2680.0
ZEN,London_2_512.map,575,41038,1,0,423.6850460001733,337.0
A*,London_2_512.map,575,42942,1,0,327.0091180165764,1914.0
Weighted A*,London_2_512.map,617,8779,1,0,83.83831000537612,2105.0
Chance-Constrained A*,London_2_512.map,0,1048577,0,0,18663.44815501361,0.0
CVaR A*,London_2_512.map,0,1048577,0,0,18908.96668098867,0.0
Risk-Penalized A*,London_2_512.map,575,42780,1,0,370.85456697968766,25.0
Risk-Penalized Dijkstra,London_2_512.map,575,177813,1,0,1604.246647999389,25.0
Risk-Penalized Greedy,London_2_512.map,693,2635,1,0,8.795242989435792,349.0
BFS,London_2_512.map,575,182723,1,0,436.6153760056477,2031.0
DFS,London_2_512.map,15083,103304,1,0,278.9099490037188,28716.0
Dijkstra,London_2_512.map,575,182576,1,0,1232.6917909958863,1739.0
Greedy,London_2_512.map,689,2468,1,0,12.707382993539795,2985.0
ZEN,Boston_1_256.map,384,14434,1,0,133.26769799459726,167.0
A*,Boston_1_256.map,384,21926,1,0,144.29008300066926,1314.0
Weighted A*,Boston_1_256.map,390,1308,1,0,8.382105006603524,1329.0
Chance-Constrained A*,Boston_1_256.map,0,262145,0,0,4426.498770975741,0.0
CVaR A*,Boston_1_256.map,0,262145,0,0,4457.221311982721,0.0
Risk-Penalized A*,Boston_1_256.map,388,14566,1,0,116.5763339959085,0.0
Risk-Penalized Dijkstra,Boston_1_256.map,388,46708,1,0,358.1964169861749,0.0
Risk-Penalized Greedy,Boston_1_256.map,464,1504,1,0,9.05606200103648,117.0
BFS,Boston_1_256.map,384,46970,1,0,163.3332750061527,1289.0
DFS,Boston_1_256.map,5570,18931,1,0,42.687943001510575,10542.0
Dijkstra,Boston_1_256.map,384,46907,1,0,275.2210720209405,1307.0
Greedy,Boston_1_256.map,466,1471,1,0,7.644022000022232,1587.0
